ROWID,Country,State lgd code,State,YearCode,Year,Type of area,Gender,Highest level of education completed,Percentage distribution of persons,Number of estimated persons ,Number of sample persons,Number of estimated persons excluding,Number of estimated persons including,Number of sample persons excluding,Number of sample persons including
143,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Female,Secondary,14,,,8058.78719994398720505990,8058.78719994398720505990,2366.08887445861209479790,2366.08887445861209479790
144,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Female,Secondary & Above,48.5,,,8058.78719994398720505990,8058.78719994398720505990,2366.08887445861209479790,2366.08887445861209479790
145,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Male,Diploma/Certificate Course,1.3,,,8609.47262215159307912820,8609.47262215159307912820,2487.37660510469225178630,2487.37660510469225178630
146,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Male,Graduate,16.1,,,8609.47262215159307912820,8609.47262215159307912820,2487.37660510469225178630,2487.37660510469225178630
147,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Male,Higher Secondary,17.6,,,8609.47262215159307912820,8609.47262215159307912820,2487.37660510469225178630,2487.37660510469225178630
148,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Male,Literate & Upto Primary,8.6,,,8609.47262215159307912820,8609.47262215159307912820,2487.37660510469225178630,2487.37660510469225178630
149,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Male,Middle,21.5,,,8609.47262215159307912820,8609.47262215159307912820,2487.37660510469225178630,2487.37660510469225178630
150,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Male,Not Literate,10.1,,,8609.47262215159307912820,8609.47262215159307912820,2487.37660510469225178630,2487.37660510469225178630
151,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Male,Post Graduate & Above,7,,,8609.47262215159307912820,8609.47262215159307912820,2487.37660510469225178630,2487.37660510469225178630
152,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Male,Secondary,18,,,8609.47262215159307912820,8609.47262215159307912820,2487.37660510469225178630,2487.37660510469225178630
153,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Male,Secondary & Above,59.9,,,8609.47262215159307912820,8609.47262215159307912820,2487.37660510469225178630,2487.37660510469225178630
154,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Persons,Diploma/Certificate Course,0.9,,,16668.25982209558028418810,16668.25982209558028418810,4853.46547956330434658420,4853.46547956330434658420
155,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Persons,Graduate,13.7,,,16668.25982209558028418810,16668.25982209558028418810,4853.46547956330434658420,4853.46547956330434658420
156,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Persons,Higher Secondary,15.7,,,16668.25982209558028418810,16668.25982209558028418810,4853.46547956330434658420,4853.46547956330434658420
157,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Persons,Literate & Upto Primary,7.8,,,16668.25982209558028418810,16668.25982209558028418810,4853.46547956330434658420,4853.46547956330434658420
158,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Persons,Middle,20.7,,,16668.25982209558028418810,16668.25982209558028418810,4853.46547956330434658420,4853.46547956330434658420
159,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Persons,Not Literate,17.2,,,16668.25982209558028418810,16668.25982209558028418810,4853.46547956330434658420,4853.46547956330434658420
160,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Persons,Post Graduate & Above,8,,,16668.25982209558028418810,16668.25982209558028418810,4853.46547956330434658420,4853.46547956330434658420
161,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Persons,Secondary,16.1,,,16668.25982209558028418810,16668.25982209558028418810,4853.46547956330434658420,4853.46547956330434658420
162,India,1,Jammu And Kashmir,2018,"Agriculture Year (Jul - Jun), 2018",Urban,Persons,Secondary & Above,54.4,,,16668.25982209558028418810,16668.25982209558028418810,4853.46547956330434658420,4853.46547956330434658420
163,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural,Female,Diploma/Certificate Course,0.3,,,32559,32559,3195,3195
164,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural,Female,Graduate,4.2,,,32559,32559,3195,3195
165,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural,Female,Higher Secondary,9.5,,,32559,32559,3195,3195
166,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural,Female,Literate & Upto Primary,10.9,,,32559,32559,3195,3195
167,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural,Female,Middle,20.8,,,32559,32559,3195,3195
168,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural,Female,Not Literate,40.1,,,32559,32559,3195,3195
169,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural,Female,Post Graduate & Above,3.8,,,32559,32559,3195,3195
170,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural,Female,Secondary,10.3,,,32559,32559,3195,3195
171,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural,Female,Secondary & Above,28.2,,,32559,32559,3195,3195
172,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural,Male,Diploma/Certificate Course,0.5,,,34093,34093,3411,3411
173,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural,Male,Graduate,6,,,34093,34093,3411,3411
174,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural,Male,Higher Secondary,13.7,,,34093,34093,3411,3411
175,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural,Male,Literate & Upto Primary,10,,,34093,34093,3411,3411
176,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural,Male,Middle,30.2,,,34093,34093,3411,3411
177,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural,Male,Not Literate,15.9,,,34093,34093,3411,3411
178,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural,Male,Post Graduate & Above,5.5,,,34093,34093,3411,3411
179,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural,Male,Secondary,18.2,,,34093,34093,3411,3411
180,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural,Male,Secondary & Above,43.9,,,34093,34093,3411,3411
181,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural,Persons,Diploma/Certificate Course,0.4,,,66651,66651,6606,6606
182,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural,Persons,Graduate,5.2,,,66651,66651,6606,6606
183,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural,Persons,Higher Secondary,11.6,,,66651,66651,6606,6606
184,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural,Persons,Literate & Upto Primary,10.5,,,66651,66651,6606,6606
186,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural,Persons,Not Literate,27.7,,,66651,66651,6606,6606
187,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural,Persons,Post Graduate & Above,4.7,,,66651,66651,6606,6606
188,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural,Persons,Secondary,14.3,,,66651,66651,6606,6606
189,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural,Persons,Secondary & Above,36.2,,,66651,66651,6606,6606
190,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Female,Diploma/Certificate Course,0.4,,,41185,41185,5633,5633
191,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Female,Graduate,5.9,,,41185,41185,5633,5633
192,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Female,Higher Secondary,10.2,,,41185,41185,5633,5633
193,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Female,Literate & Upto Primary,10.4,,,41185,41185,5633,5633
194,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Female,Middle,20.2,,,41185,41185,5633,5633
195,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Female,Not Literate,36.9,,,41185,41185,5633,5633
196,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Female,Post Graduate & Above,5,,,41185,41185,5633,5633
197,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Female,Secondary,11.1,,,41185,41185,5633,5633
198,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Female,Secondary & Above,32.6,,,41185,41185,5633,5633
199,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Male,Diploma/Certificate Course,0.6,,,42949,42949,5888,5888
200,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Male,Graduate,8,,,42949,42949,5888,5888
201,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Male,Higher Secondary,14.2,,,42949,42949,5888,5888
202,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Male,Literate & Upto Primary,9.9,,,42949,42949,5888,5888
203,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Male,Middle,28.6,,,42949,42949,5888,5888
204,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Male,Not Literate,14.7,,,42949,42949,5888,5888
205,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Male,Post Graduate & Above,6,,,42949,42949,5888,5888
206,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Male,Secondary,18,,,42949,42949,5888,5888
207,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Male,Secondary & Above,46.8,,,42949,42949,5888,5888
208,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Persons,Diploma/Certificate Course,0.5,,,84133,84133,11521,11521
209,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Persons,Graduate,7,,,84133,84133,11521,11521
210,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Persons,Higher Secondary,12.3,,,84133,84133,11521,11521
211,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Persons,Literate & Upto Primary,10.1,,,84133,84133,11521,11521
212,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Persons,Middle,24.5,,,84133,84133,11521,11521
213,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Persons,Not Literate,25.6,,,84133,84133,11521,11521
214,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Persons,Post Graduate & Above,5.5,,,84133,84133,11521,11521
215,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Persons,Secondary,14.6,,,84133,84133,11521,11521
216,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Rural+Urban,Persons,Secondary & Above,39.8,,,84133,84133,11521,11521
217,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Urban,Female,Diploma/Certificate Course,0.6,,,8626,8626,2438,2438
218,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Urban,Female,Graduate,12.3,,,8626,8626,2438,2438
219,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Urban,Female,Higher Secondary,13,,,8626,8626,2438,2438
220,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Urban,Female,Literate & Upto Primary,8.3,,,8626,8626,2438,2438
221,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Urban,Female,Middle,17.8,,,8626,8626,2438,2438
222,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Urban,Female,Not Literate,24.5,,,8626,8626,2438,2438
223,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Urban,Female,Post Graduate & Above,9.3,,,8626,8626,2438,2438
224,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Urban,Female,Secondary,14,,,8626,8626,2438,2438
225,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Urban,Female,Secondary & Above,49.3,,,8626,8626,2438,2438
226,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Urban,Male,Diploma/Certificate Course,1.2,,,8856,8856,2477,2477
227,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Urban,Male,Graduate,15.4,,,8856,8856,2477,2477
228,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Urban,Male,Higher Secondary,16.3,,,8856,8856,2477,2477
229,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Urban,Male,Literate & Upto Primary,9.2,,,8856,8856,2477,2477
230,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Urban,Male,Middle,22.3,,,8856,8856,2477,2477
231,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Urban,Male,Not Literate,10.4,,,8856,8856,2477,2477
232,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Urban,Male,Post Graduate & Above,7.8,,,8856,8856,2477,2477
233,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Urban,Male,Secondary,17.4,,,8856,8856,2477,2477
234,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Urban,Male,Secondary & Above,58.1,,,8856,8856,2477,2477
235,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Urban,Persons,Diploma/Certificate Course,0.9,,,17482,17482,4915,4915
236,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Urban,Persons,Graduate,13.9,,,17482,17482,4915,4915
237,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Urban,Persons,Higher Secondary,14.7,,,17482,17482,4915,4915
238,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Urban,Persons,Literate & Upto Primary,8.8,,,17482,17482,4915,4915
239,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Urban,Persons,Middle,20.1,,,17482,17482,4915,4915
240,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Urban,Persons,Not Literate,17.4,,,17482,17482,4915,4915
241,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Urban,Persons,Post Graduate & Above,8.5,,,17482,17482,4915,4915
242,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Urban,Persons,Secondary,15.7,,,17482,17482,4915,4915
243,India,1,Jammu And Kashmir,2019,"Agriculture Year (Jul - Jun), 2019",Urban,Persons,Secondary & Above,53.7,,,17482,17482,4915,4915
244,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Female,Diploma/Certificate Course,0.1,31125,3181,,,,
245,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Female,Graduate,5,31125,3181,,,,
246,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Female,Higher Secondary,10.3,31125,3181,,,,
247,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Female,Literate & Upto Primary,11.1,31125,3181,,,,
248,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Female,Middle,25.1,31125,3181,,,,
249,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Female,Not Literate,35.2,31125,3181,,,,
250,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Female,Post Graduate & Above,3.3,31125,3181,,,,
251,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Female,Secondary,10,31125,3181,,,,
252,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Female,Secondary & Above,28.6,31125,3181,,,,
253,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Male,Diploma/Certificate Course,0.5,32337,3374,,,,
254,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Male,Graduate,6.7,32337,3374,,,,
255,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Male,Higher Secondary,14.2,32337,3374,,,,
256,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Male,Literate & Upto Primary,9.3,32337,3374,,,,
257,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Male,Middle,32.6,32337,3374,,,,
258,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Male,Not Literate,14.6,32337,3374,,,,
259,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Male,Post Graduate & Above,4.1,32337,3374,,,,
260,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Male,Secondary,18,32337,3374,,,,
261,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Male,Secondary & Above,43.5,32337,3374,,,,
262,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Persons,Diploma/Certificate Course,0.3,63462,6555,,,,
263,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Persons,Graduate,5.9,63462,6555,,,,
264,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Persons,Higher Secondary,12.3,63462,6555,,,,
265,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Persons,Literate & Upto Primary,10.2,63462,6555,,,,
266,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Persons,Middle,28.9,63462,6555,,,,
267,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Persons,Not Literate,24.7,63462,6555,,,,
268,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Persons,Post Graduate & Above,3.7,63462,6555,,,,
269,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Persons,Secondary,14.1,63462,6555,,,,
270,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Rural,Persons,Secondary & Above,36.2,63462,6555,,,,
271,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Female,Diploma/Certificate Course,0.2,39287,5479,,,,
272,India,1,Jammu And Kashmir,2020,"Agriculture Year (Jul - Jun), 2020",Rural+Urban,Female,Graduate,6.5,39287,5479,,,,
